id,exhibitor_id,company_name,hall,nivel,stand,city,cities,category,product,website,logo_url,econexia_url,description_es,status,source
gsi-2026-08-2,814846,ESTRATEGIAS URBANISTICAS S.A.S.,08,01,2,PUERTO COLOMBIA,otro,vivienda,VENTA DE LOTES URBANIZADOS,http://www.estrategiasurbanisticas.com/,,,,captured,catalog
gsi-2026-06-650,824784,EZPHERA TECH,06,01,650,BOGOTA D.C.,bogota,,"IMULADOR XR REALIDAD VIRTUAL, AUMENTADA Y MIXTA AVATAR AI INTERACTIVO, JUEGOS INTERACTIVOS, REALIDAD AUMENTADA",http://www.ezphera.net,,,,captured,catalog
gsi-2026-07-276,809485,GRUPO BINIAN,07,01,276,PANAMA,internacional,turismo;vivienda;inversion,"Tendremos 4 proyectos: para compra de apartamentos: 1. Balcony edificio de entrega inmediata con apartamentos de 1, 2 y 3 recamaras con várias amenidades. 2. Altamira residences: apartamentos de 3 Recamaras y 2 baños listo para ocupar ubicado en zona estratégica de la cuidad. 3. Aurora: proyecto en construcción para residencia con apartamentos de 3 y 2 recamaras entrega estimado 2027 y finalmente 4. Soul: apartamentos con licencia hotelera de 1 y 2 recamaras para rensta corta e inversión.",http://www.grupobinian.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55956,,"Con más de 40 años de experiencia local e internacional, desarrollamos proyectos residenciales y oportunidades de inversión que combinan calidad constructiva, ubicaciones estratégicas y valor a largo plazo para compradores locales e internacionales. Vive mejor. Invierte con inteligencia. Construye un patrimonio duradero!",captured,catalog
gsi-2026-06-142,819797,GRUPO CONSTRUCTOR GRAND HOREB,06,01,142,IBAGUE,otro,financiero;comercio;vivienda;inversion;servicios,"La empresa exhibirá y promocionará el proyecto campestre Valle de Bethel, ofreciendo al público las diferentes alternativas de inversión y adquisición de bienes raíces dentro del proyecto, incluyendo: Lotes campestres urbanizados. Parcelas para construcción de vivienda campestre. Oportunidades de inversión inmobiliaria en un entorno natural y de valorización. Asesoría comercial personalizada para la adquisición de lotes. Información sobre planes de financiación y facilidades de pago. Acompañamiento en el proceso de compra, escrituración y legalización. Presentación de las características, beneficios y proyección de desarrollo del proyecto Valle de Bethel. Durante la feria se brindará atención personalizada a los visitantes, entrega de material informativo y orientación sobre las diferentes opciones disponibles para inversión, recreación y vivienda campestre.",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55771,,"Lotes Campestres Chucuní Ibagué desde 300 M2, construye la casa de tus sueños con la exclusividad de un sitio con portería y seguridad, ruta de caminata al mirador zonas sociales con piscinas, salón social, buenas vías y mucho mas. Separa ya el tuyo con tan solo 3 millones financiación sin interés!!",captured,catalog
gsi-2026-06-125,803777,GRUPO CONSTRUCTOR MERAKI S.A.S. ZOMAC,06,01,125,IBAGUE,otro,vivienda,"VENTA DE CONDOMINIOS, LOTES Y VIVIENDAS CAMPESTRES",http://www.grupoconstructormeraki.com.co,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=54528,,"Con 26 años de experiencia, Grupo Constructor Meraki es líder en el desarrollo de condominios campestres en el Tolima, con proyectos en Melgar, Alvarado y Mariquita. Ofrecemos lotes y viviendas campestres en clubes de campo con excelente ubicación, valorización garantizada y facilidades de pago. Tu inversión, tu descanso, tu hogar campestre: con Meraki, a la fija.",captured,catalog
gsi-2026-06-449A,803386,GRUPO EMPRESARIAL KINKU,06,01,449A,BOGOTA D.C.,bogota,,,https://kinku.co/,,,,captured,catalog
gsi-2026-05-104,827683,GRUPO EMPRESARIAL OIKOS,05,01,104,BOGOTA D.C.,bogota,,,http://www.oikos.com.co,,,,captured,catalog
gsi-2026-08-158,827995,360 RADIO COLOMBIA,08,01,158,MEDELLIN,medellin,,,,,,,captured,catalog
gsi-2026-07-263,809179,GRUPO GESTIONES REAL ESTATE,07,01,263,PANAMA,internacional,comercio,Propiedades comerciales y residenciales con potencial para invertir en Panamá,http://www.grupogestiones.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=53665,,"Grupo Gestiones Real Estate Panamá ofrece asesoría inmobiliaria y legal especializada en compra, venta y alquiler de propiedades en Panamá. Expertos en inversiones, bienes raíces de lujo y oportunidades comerciales en zonas exclusivas del país.",captured,catalog
gsi-2026-06-528,804582,GRUPO IBSA,06,01,528,CUCUTA,otro,,,http://www.celeusgroup.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=52933,,"Celeus Group es la constructora más grande del oriente colombiano, con 35 años de experiencia desarrollando megaproyectos residenciales de alta valorización. Con el m² más rentable del país, nos consolidamos como líderes en el sector inmobiliario de la región. Actualmente, estamos construyendo dos desarrollos visionarios que redefinirán el concepto de inversión: Ciudad Viva y Ciudad Boreal, diseñados bajo el innovador modelo de “ciudad dentro de la ciudad”. Nuestra trayectoria nos respalda: más de tres décadas creando proyectos sostenibles, rentables e innovadores, que han hecho realidad los sueños de familias e inversionistas en todo el país.",captured,catalog
gsi-2026-08-247A,807823,PATALOES CONSTRUCCION Y DISEÑO,08,01,247A,BOGOTA D.C.,bogota,,"ESTRUTURACION, DISEÑO Y CONSTRUCCION DE CUALQUIER TIPO DE PROYECTO INMOBILIARIO.",http://www.grupopataloes.com,,,,captured,catalog
gsi-2026-05-112,827292,GRUPO SOLERIUM VIU GROUP,05,01,112,BOGOTA D.C.,bogota,,,,,,,captured,catalog
gsi-2026-07-144,813678,F&F PROPERTIES,07,01,144,PANAMA,internacional,vivienda,"X TheBuilding es un proyecto residencial moderno ubicado estratégicamente sobre la Vía Cincuentenario, con fácil acceso a Costa del Este, San Francisco y las principales vías de la ciudad, lo que lo convierte en una excelente opción para vivir o invertir. Ofrece apartamentos de 67 m2 y 90 m2, diseñados con distribuciones funcionales y contemporáneas, complementados con amenidades pensadas para el estilo de vida actual y en una zona con alto potencial de la valorización.",,,,,captured,catalog
gsi-2026-08-340,821275,ICONO URBANO S.A.,08,01,340,BOGOTA D.C.,bogota,vivienda,"Apartamentos ubicados en la ciudad de Bogotá, en diferentes áreas construidas, en zonas como Chico, Parkway y Centro",http://www.icono.com.co,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=56011,,,captured,catalog
gsi-2026-05-113,827512,IKONSTRUIR SAS,05,01,113,BOGOTA D.C.,bogota,vivienda,VENTA DE DOS PROYECTOS DE APARTAMENTOS IKONA 167 Y SIETE 167,,,,,captured,catalog
gsi-2026-05-102,827163,INACAR,05,01,102,BOGOTA D.C.,bogota,,,http://www.inacar.com,,,,captured,catalog
gsi-2026-07-246,820140,REMAX INFINITY PANAMÁ,07,01,246,PANAMA,internacional,financiero;comercio;inversion;servicios,"Comercialización de proyectos inmobiliarios residenciales y de inversión en Panamá. Asesoría integral para compra de propiedades e inversión inmobiliaria. Proyectos en preventa, construcción y entrega inmediata. Propiedades para inversión con potencial de renta corta y renta tradicional. Asesoría financiera y acompañamiento en procesos hipotecarios para compradores extranjeros. Servicios de corretaje, administración de propiedades y gestión de inversiones inmobiliarias.",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55554,,OFICINA NRO. 1 EN PANAMA DE BIENES RAICES,captured,catalog
gsi-2026-08-222A,807498,INGENAL,08,01,222A,BOGOTA D.C.,bogota,vis;no_vis;vivienda;inversion,"nuestros proyectos de Vivienda de Interés Social (VIS) y No VIS, ubicados estratégicamente en Bogotá, la Sabana de Bogotá y Cartagena, zonas con alto crecimiento, valorización y excelente proyección de inversión. Nos destacamos por nuestros diseños exclusivos, espacios funcionales y modernos que priorizan la iluminación natural, la distribución inteligente y el bienestar de las familias. Además, nuestros acabados de entrega marcan la diferencia: trabajamos con altos estándares de calidad para garantizar viviendas listas para disfrutar desde el primer día. En Ingenal no solo construimos apartamentos; construimos oportunidades, patrimonio y calidad de vida.",http://www.ingenal.com.co,,,,captured,catalog
gsi-2026-06-638,803087,INGENOVA ING,06,01,638,BOGOTA D.C.,bogota,,,https://ingenova.co,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55932,,Somos una empresa de construcción con proyectos en Cundinamarca y Boyacá,captured,catalog
gsi-2026-08-241A,823604,LOSDRIGUEL CONSTRUCCIONES SAS,08,01,241A,BOGOTA D.C.,bogota,vivienda,PROYECTOS DE VIVIENDA,http://www.ingeredes.com,,,,captured,catalog
gsi-2026-06-123,820195,BABEL INMOBILIARIA,06,01,123,BOGOTA D.C.,bogota,vivienda;servicios,INVENTARIO DE INMUEBLES EN VIVIENDA USADA A NIVEL NACIONAL,http://www.inmobiliariababel.com,,,,captured,catalog
gsi-2026-07-175,815780,GRUPO MIRO,07,01,175,DAVID,otro,,PROYECTOS INMOBILIARIOS Y RESIDENCIALES. PARQUE LOGISTICO UBICADO EN EL ÁREA OCCIDENTAL DEL PAÍS,,,,,captured,catalog
gsi-2026-07-257,818659,INMOBILIARIA CIELO AZUL,07,01,257,PANAMA,internacional,servicios,"Promoción de bienes Raíces en Panamá, Comunidad Paseo del Norte, Proyecto Residencial privado con unidades residenciales desde $260,000 hasta $495,000",,,,,captured,catalog
gsi-2026-06-140,823281,INMOBILIARIA RUBEN QUIROGA & CIA LTDA,06,01,140,BOGOTA D.C.,bogota,servicios,"ASESORIA JURIDICA, ALQUILER DE SALONES SOCIALES, CAFETERIAS Y PRODUCTOS DE PANADERIA Y PASTELERIA",http://www.rubenquiroga.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55617,,"La organización INMOBILIARIA RUBEN QUIROGA & CIA LTDA, fundada el 1 de Diciembre del año 1991, por su gerente propietario Doctor Ruben Quiroga Ortega, profesional en Derecho, egresado de la Universidad Libre de Colombia y especializado en Derecho Inmobiliario, trabaja bajo los principios rectores de trabajo, honestidad, responsabilidad y cumplimiento en sus obligaciones. Dentro de su gestión ha asesorado durante todos estos años y ha adquirido una alta experiencia que se refleja en el buen servicio hacia sus clientes.",captured,catalog
gsi-2026-06-121,817987,INMOBILIARIA SOLUCIONES INTEGRALES ISI,06,01,121,BOGOTA D.C.,bogota,vivienda;servicios,proyecto de Respira wellness Club casas campestres en Anapoima Venta de inmuebles usados y arriendo Ofrecer los servicios inmobiliarios en venta y arriendo.,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55352,,"Inmobiliaria Soluciones Integrales es una empresa con más de 20 años de experiencia brindando soluciones inmobiliarias integrales. Nos especializamos en la venta y arriendo de inmuebles, comercialización de proyectos, asesoría en inversión, acompañamiento jurídico y arreglos locativos. Nos distinguimos por ofrecer un servicio cercano, personalizado y transparente, acompañando a nuestros clientes en cada etapa del proceso para garantizar decisiones seguras y exitosas. Nuestro compromiso es generar confianza, optimizar el valor de cada propiedad y construir relaciones duraderas basadas en la excelencia y el profesionalismo.",captured,catalog
gsi-2026-08-161B,826237,I PROMEXPORT SAS,08,01,161B,BOGOTA D.C.,bogota,vis;vivienda,APARTAMENTOS PARA VIVIENDA VIS,http://www.inversionespromexport.com,,,,captured,catalog
gsi-2026-07-214,815202,RI GROUP PANAMA,07,01,214,BOGOTA D.C.,bogota,,PROYECTOS INMOBILIARIOS,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55522,,Compañía de promoción y desarrollo de proyectos inmobiliarios en Panamá,captured,catalog
gsi-2026-06-137,819782,CONSTRUCTORA BETHEL,06,01,137,IBAGUE,otro,financiero;comercio;vivienda;inversion;servicios,"La empresa exhibirá y promocionará el proyecto campestre Valle de Bethel, ofreciendo al público las diferentes alternativas de inversión y adquisición de bienes raíces dentro del proyecto, incluyendo: Lotes campestres urbanizados. Parcelas para construcción de vivienda campestre. Oportunidades de inversión inmobiliaria en un entorno natural y de valorización. Asesoría comercial personalizada para la adquisición de lotes. Información sobre planes de financiación y facilidades de pago. Acompañamiento en el proceso de compra, escrituración y legalización. Presentación de las características, beneficios y proyección de desarrollo del proyecto Valle de Bethel. Durante la feria se brindará atención personalizada a los visitantes, entrega de material informativo y orientación sobre las diferentes opciones disponibles para inversión, recreación y vivienda campestre.",https://bethel.com.co/,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55961,,"Inversiones y Construcciones Bethel S.A.S. es una empresa dedicada al sector de la construcción y al desarrollo inmobiliario, enfocada en la ejecución, promoción y desarrollo de proyectos ecoturisticos. Sus actividades comprenden la planeación, construcción, adecuación y comercialización de proyectos, así como la gestión de obras civiles y procesos asociados al desarrollo de terrenos e infraestructura. La compañía orienta su gestión al desarrollo de proyectos que generen valorización, bienestar y oportunidades de inversión, procurando altos estándares de calidad, cumplimiento y responsabilidad en cada una de sus etapas.",captured,catalog
gsi-2026-05-106,826318,INCOL SAS,05,01,106,BOGOTA D.C.,bogota,,,http://www.incol.com.co,,,,captured,catalog
gsi-2026-06-642,821983,Entorna Real Estate Group,06,01,642,BARRANQUILLA,barranquilla,vivienda,Alto Lago Residence Club y Villa Mediterráneo Beach Resort. Venta de Apartamentos.,,,,,captured,catalog
gsi-2026-06-333,804314,JARAMILLO MORA CONSTRUCTORA S.A.,06,01,333,CALI,cali,vivienda,Proyectos de casas y apartamentos nuevos.,http://www.jaramillomora.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55366,,,captured,catalog
gsi-2026-06-522,816954,JIMENEZ CONSTRUCTORES SAS,06,01,522,SANTA MARTA,otro,inversion,Construcción de edificios residenciales e inversión.,http://www.jimenezconstructores.com,,,,captured,catalog
gsi-2026-08-370A,827273,JPI,08,01,370A,ENVIGADO,otro,vivienda;inversion,Ofreceremos oportunidades de inversión curadas de los mismos participantes de la feria de vivienda como un HUB de asesoría y resolución de dudas para las personas.,,,,,captured,catalog
gsi-2026-07-221,824562,"KMA ELECTRICOS Y CONSTRUCCION, S.R.L.",07,01,221,HIGUEY,otro,,,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55341,,"KMA Developments es una desarrolladora inmobiliaria dominicana especializada en proyectos residenciales premium en Cap Cana, combinando diseño contemporáneo, alta calidad y ubicaciones estratégicas con oportunidades de inversión y valorización.",captured,catalog
gsi-2026-07-163,822823,CAJA DE AHORROS,07,01,163,PANAMA,internacional,financiero,1. FACILIDADES INTERINAS ESTRUCTURADAS POR CAJA DE AHORROS/ SINDICADAS 2.FINANCIAMIENTO DE PRESTAMOS PERSONALES PARA EXTRANJEROS 3. APERTURA DE CUENTAS DE AHORRO PARA EXTRANJEROS,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=56041,,"Somos una entidad bancaria líder en Panamá, fundada en 1934, con una trayectoria sólida al servicio del desarrollo económico y social del país. Misión: Brindamos soluciones financieras con eficiencia, tecnología, y un equipo comprometido. Visión: Bancarizar a Panamá con Innovación y Rentabilidad. Valores: Integridad, Empatía, Calidad, Transparencia, Proactividad.",captured,catalog
gsi-2026-06-434,806447,GERENCIAR,06,01,434,PEREIRA,eje_cafetero,vis;no_vis;vivienda,Exhibición de proyectos inmobiliarios - Casas - apartamentos VIS y NO VIS,http://www.gerenciar.com.co,,,,captured,catalog
gsi-2026-06-213,825585,LONJA DE BOGOTÁ,06,01,213,BOGOTA D.C.,bogota,,"Afiliaciones, avalúos y normas urbanísticas, asesoría jurídica en temas inmobiliarios y cursos de capacitación.",http://www.lonjadebogota.org.co,,,,captured,catalog
gsi-2026-07-122,817287,GLP PROPERTIES,07,01,122,PANAMA,internacional,,Propertie Management,,,,,captured,catalog
gsi-2026-08-235A,810749,M&M CONSTRUTORA,08,01,235A,BOGOTA D.C.,bogota,vis;vivienda,"Viviendas VIS y/o terrenos urbanos con áreas de: 90m2 (6x15), 105m2 (7x15), 128m2 (8x16), todas se entregan con servicios públicos como: alcantarillado y acueducto, gas domiciliario, redes eléctricas ademas de vias de acceso pavimentadas en concreto.",,,,,captured,catalog
gsi-2026-06-117,820988,MAKRO CONSTRUCCIONES S.A.S.,06,01,117,BOGOTA D.C.,bogota,,,http://www.makroinmobiliaria.com.co,,,,captured,catalog
gsi-2026-07-139,820130,RE/MAX 507 Panamá,07,01,139,PANAMA,internacional,,Promoción y venta de bienes inmuebles en Panamá,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=56118,,"Empresa especializada en servicio , soluciones y negocios inmobiliarios. Somos de la Red Global RE/MAX . Con Licencia Juridica 1498 . Comercialización de Bienes Raíces Nuevos, usados , reposeídos , alquileres y administración de Propiedades. Empresas Partner en Derecho Migratorio, Tributario , Inmobiliario y las Doce Principlaes desarrolladoras de Panamá.",captured,catalog
gsi-2026-06-2,"803835, 818249",MARJALIZO,06,01,"2, 115",BOGOTA D.C.,bogota,,"PROYECTOS INMOBILIARIOS EN PANAMA, KYTE, ALIVE, EUPHORIA, PASSAGE, DIECI, BELIVING,HUB, AWA, CORE",http://www.marjalizo.com,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55097,,"Con más de 35 años de experiencia, en MARJALIZO somos un holding inmobiliario de referencia en Ciudad de Panamá. Ofrecemos soluciones integrales en conceptualización, comercialización y asesoría de inversión, facilitando también la residencia en Panamá. Nos distinguimos por nuestra calidad, confianza y un enfoque proactivo para hacer realidad tus objetivos.",captured,catalog
gsi-2026-06-502,"806081, 806290",URBANIZADORA MARVAL S.A.S,"06, 08",01,"06-502, 08-5",BOGOTA D.C.,bogota,vivienda,VENTA DE APARTAMENTOS Y CASAS,http://www.marval.com.co,,,,captured,catalog
gsi-2026-07-201,820428,MASTER BROKERS,07,01,201,PANAMA,internacional,,,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=56075,,"Trabajamos junto al desarrollador desde el inicio para definir el posicionamiento, los precios y la estrategia comercial de cada proyecto. Además, lideramos su marketing y ventas, acompañando a clientes y corredores durante todo el proceso.",captured,catalog
gsi-2026-ALB-33A,806449,OSPINA Y CIA,ALB,01,33A,BOGOTA D.C.,bogota,,,http://www.emezetasa.com,,,,captured,catalog
gsi-2026-05-G101,"821072, 821066",METROCUADRADO,05,01,"G101, G110",BOGOTA D.C.,bogota,,,http://www.metrocuadrado.com,,,,captured,catalog
gsi-2026-06-240,804235,MIPKO CONSTRUCTORES SAS,06,01,240,SANTA MARTA,otro,,,http://www.mipko.co,,,,captured,catalog
gsi-2026-06-618,804752,CONSTRUCTORA MODULARQ,06,01,618,FACATATIVA,otro,vivienda,Estaremos exhibiendo casas prefabricas en estructura metálica y muros en concreto,http://www.constructoramodularq.com,,,,captured,catalog
gsi-2026-06-101,804258,MONTEAZUL GROUP,06,01,101,IBAGUE,otro,comercio;vivienda,"COMERCIALIAZACION DE LOTES CAMPESTRES UBICADOS EN PRADO E IBAGUE TOLIMA, COMERCIALIZACION DE LA CONSTRUCCION DE CASAS CAMPESTRES UBICADOS EN LOS MISMOS PROYECTOS, COMERCIALIZACION DE ACCIONES PARA PROYECTOS UBICADOS EN PRADO E IBAGUE TOLIMA",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=54982,,"MonteAzul Group es una desarrolladora inmobiliaria colombiana con proyectos de vivienda, turismo e inversión en Ibagué y Prado, Tolima. Creamos oportunidades para vivir, disfrutar e invertir, integrando naturaleza, bienestar, innovación y valorización. Ofrecemos lotes, desarrollos campestres y proyectos con amenidades, respaldo técnico y planeación responsable para construir patrimonio y calidad de vida.",captured,catalog
gsi-2026-06-630,803706,TORREN GRUPO EMPRESARIAL,06,01,630,IBAGUE,otro,vis;no_vis,OCOBO ETAPA II - NO VIS TORREON DE VARSOVIA - NO VIS TORREON QUINTA AVENIDA ETAPA VI - VIS CIUDAD TORREON EL SAUCE - VIS/VIP CIUIDAD TORREON EL SAMAN - VIS/VIP,http://www.grupotorreon.com.co,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55995,,"Constructora Torreón, conoce los mejores proyectos de vivienda en Ibagué. Hacemos realidad tu sueño de tener vivienda propia.",captured,catalog
gsi-2026-06-134,809524,MEJIA VILLEGAS CONSTRUCTORES,06,01,134,CARTAGENA,cartagena,,,http://www.mejiavillegas.com,,,,captured,catalog
gsi-2026-06-540,806451,NASSAR CONSTRUCTORES,06,01,540,FUSAGASUGA,internacional,,,http://www.baguafusagasuga.com,,,,captured,catalog
gsi-2026-07-152,819078,THE GROUP,07,01,152,PANAMA,internacional,,,,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=56109,,Promotora de proyectos inmobiliarios,captured,catalog
gsi-2026-06-314A,806928,SERENA DEL MAR,06,01,314A,BOGOTA D.C.,bogota,vivienda,"Concepto de ciudad que ofrece vivienda en forma de apartamentos, lotes y casas",http://www.serenadelmar.com.co,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55050,,"Serena del Mar es un nuevo concepto de ciudad que promueve la calidad de vida a través de un desarrollo urbanístico de 1.000 hectáreas, ubicado al norte de Cartagena y construido junto a las constructoras más importantes del país. Es una ciudad planeada para el futuro, integrada a la naturaleza y ofrece oportunidades para todos. Hoy, más de 8.000 residentes hacen parte de esta comunidad en crecimiento, junto con el Hospital Serena del Mar, la Terminal de Transporte del Norte y el edificio de la Universidad de los Andes, conformando lo que llamamos Mi Comunidad: el corazón vivo de La Ciudad Soñada.",captured,catalog
gsi-2026-08-167B,813751,LA BRETAÑA,08,01,167B,ARMENIA,eje_cafetero,vis;vivienda,"Proyecto de vivienda de interés social VIS, en la ciudad de Armenia. Conjunto cerrado de apartamentos VIS",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=54944,,"Es una ciudad dentro de la ciudad, hecha para la gente, con hogares felices, recreación y deporte para los niños, entretenimiento y cultura para los adultos y ambientalmente sostenible. Se convierte en un nuevo estilo de vida, un proyecto que cambiará la forma de estructurar, diseñar y construir en la región.",captured,catalog
gsi-2026-07-149,811625,NOHORA GOMEZ PA,07,01,149,WINTER PARK,otro,vivienda,"Finca raiz en los Estados Unidos, especificamente más en Florida, Construcción nueva y casa de reventa",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=53329,,"PRO GROUP Real Estate Partners es un equipo de bienes raíces de lujo ubicado en Florida, Estados Unidos, especializado en acompañar a inversionistas nacionales e internacionales, así como a compradores premium, en procesos de compra, venta, inversión y reubicación. La compañía es liderada por Nohora Gómez, colombiana nacida en Bogotá y apasionada por la arquitectura, el diseño y el sector inmobiliario. Nohora estudió Arquitectura en la Universidad Piloto de Colombia y hace más de 20 años decidió mudarse a Estados Unidos con el propósito de crecer profesionalmente y ayudar a más familias latinas a cumplir el sueño de tener vivienda propia e invertir de manera segura en el mercado americano.",captured,catalog
gsi-2026-08-138A,823419,NOVELTY,08,01,138A,DUBAI,otro,,"Dubai real estate investment opportunities, including off-plan and ready properties, residential and commercial projects, along with property sales, and investment advisory services for international investors",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55742,,DUBAI REAL ESTATE COMPANY,captured,catalog
gsi-2026-06-350,808173,NT GROUP CONSTRUCTORA,06,01,350,BOGOTA D.C.,bogota,vivienda,"APARTAMENTOS Y CASAS PARA VENTA EN BOGOTA Y CHIA, ESTRATO 4 Y 5",,,,,captured,catalog
gsi-2026-07-102,819355,OCEAN PARADISE SRL,07,01,102,HIGUEY,otro,financiero;vivienda;servicios,"Promoción y exhibición de proyectos de apartamentos residenciales, venta de unidades habitacionales, asesoría inmobiliaria, planes de financiamiento, reservas de inmuebles y servicios de construcción y desarrollo de proyectos habitacionales",,,,,captured,catalog
gsi-2026-06-639,"803280, 822051",OIKONOMOS SOLUCIONES FINANCIERAS,06,01,"639, 643",BOGOTA D.C.,bogota,financiero;vivienda,"PRODUCTOS FINANCIEROS, CREDITOS PERSONA NATURAL PARA ADQUISICIÓN DE VIVIENDA",http://www.oikonomos.com.co,,,,captured,catalog
gsi-2026-ALB-33,"804835, 804841, 804839, 804837",OSPINAS Y CIA S.A.,ALB,01,"33, 33B, 33C, 33D",BOGOTA D.C.,bogota,,,https://ospinas.com.co/,,,,captured,catalog
gsi-2026-05-119,827681,OTACC S.A.S,05,01,119,BUCARAMANGA,otro,vis;comercio;vivienda,Comercialización de 2 proyectos de vivienda VIS ubicados en Zipaquirá con entregas del 2007 hasta el 2029,http://www.otacc.com,,,,captured,catalog
gsi-2026-08-365,824606,GRUPO VALOR,08,01,365,BOGOTA D.C.,bogota,vivienda,Venta de unidades habitacionales (vivienda),http://www.33dc.com.co,,,,captured,catalog
gsi-2026-06-444,807444,Torreon de Varsovia Club Residencial,06,01,444,BOGOTA D.C.,bogota,vivienda;inversion,"Torreón de Varsovia Club Residencial es un proyecto desarrollado por PPM Inversiones S.A., el único club residencial en Ibagué, conformado por 13 torres de apartamentos. En esta oportunidad presentaremos nuestra oferta actual correspondiente a las Torres 7, 8, 9, 10, 11 y Torre Premium, con apartamentos de diferentes tipologías, áreas y plazos de entrega, diseñados tanto para quienes buscan vivienda propia como para quienes desean invertir con alta proyección de valorización.",,,,,captured,catalog
gsi-2026-06-8A,"815620, 825322",PRODESA,"06, 07",01,"06-8A, 07-2",BOGOTA D.C.,bogota;otro,,Proyectos inmobiliarios,http://www.prodesa.com,,,,captured,catalog
gsi-2026-07-264,814384,ALTAMAR DEVELOPMENTS,07,01,264,PANAMA,internacional,financiero;vivienda;inversion;servicios,"Promovemos proyectos inmobiliarios residenciales, principalmente apartamentos modernos diseñados para familias e inversionistas, con ubicaciones estratégicas y alta valorización. Ofrecemos asesoría integral durante todo el proceso de compra, incluyendo opciones de financiamiento preferencial, acompañamiento legal y facilidades de pago. Además, brindamos orientación personalizada para inversión inmobiliaria, destacando oportunidades de retorno y crecimiento patrimonial",,,,,captured,catalog
gsi-2026-05-107,826844,GRUPO PROCIN,05,01,107,BOGOTA D.C.,bogota,vivienda,Proyectos de Vivienda de Interés Social en la ciudad de Bogotá y en Girardot,,,,,captured,catalog
gsi-2026-05-103,827704,PROMOTORA CONDOMINIO BARU SERENITY BAY CLUB SAS,05,01,103,CARTAGENA,cartagena,inversion,"Somos un exclusivo condominio en Barú que combina inversión, naturaleza y un estilo de vida de lujo. Un proyecto diseñado para quienes buscan alta valorización, acceso al mar y experiencias únicas en el Caribe colombiano.",,,,,captured,catalog
gsi-2026-08-159A,825608,PROMOTORA MAR DE AZUR CONDOMINIO DE PLAYA S.A.S,08,01,159A,CARTAGENA,cartagena,turismo;vivienda,Exhibición de lotes campestre,,,,,captured,catalog
gsi-2026-06-346A,819886,PROMOTORA MERAKI CARTAGENA S.A.S.,06,01,346A,BOGOTA D.C.,bogota,,,https://www.merakiclub.com/,,,,captured,catalog
gsi-2026-06-241,813693,PROMOTORA ZOKU BAY,06,01,241,CARTAGENA,cartagena,,,,,,,captured,catalog
gsi-2026-08-131B,825051,CONASEL INGENIERIA SAS,08,01,131B,CARTAGENA,cartagena,vivienda;inversion,"Durante la feria se presentará el portafolio de proyectos inmobiliarios de la empresa, conformado por: Colinas de Verdenzza: Proyecto de vivienda ubicado en la Zona Norte de Cartagena, diseñado para ofrecer espacios modernos, funcionales y de alta calidad, en un sector de gran crecimiento y valorización. Giardam: Proyecto residencial ubicado en el barrio Castillogrande, Cartagena, que se destaca por su ubicación privilegiada, diseño contemporáneo y una propuesta orientada a quienes buscan exclusividad, confort y valorización. Belaria: Proyecto residencial ubicado en el barrio Castillogrande, Cartagena, concebido para ofrecer un estilo de vida exclusivo, con una excelente ubicación, diseño arquitectónico de alto nivel y una atractiva oportunidad de inversión",,https://cloud.corferias.co/service/cat_exp/doc_detalle.cfm?id=55478,,"Conasel Ingeniería S.A.S. es una empresa colombiana especializada en la gerencia y desarrollo de proyectos de construcción, brindando soluciones integrales para el sector inmobiliario, desde la planeación y diseño hasta la construcción y comercialización de proyectos.",captured,catalog
gsi-2026-07-158,818309,PROPI,07,01,158,PANAMA,internacional,,"Corretaje de bienes raíces con mas de 250 proyectos de pre-venta en Panamá, El Salvador, y Guatemala, y Asesoría Legal y Jurídica",,,,,captured,catalog
